Price,Mileage,Make,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
25589.98315,2308,Buick,Sedan,6,3.8,4,1,1,0
23420.70695,18910,Buick,Sedan,6,3.8,4,1,0,1
23493.0823,20453,Buick,Sedan,6,3.8,4,1,1,0
21878.12,23237,Buick,Sedan,6,3.8,4,1,1,0
21698.01475,25489,Buick,Sedan,6,3.8,4,1,1,1
26831.19404,4695,Buick,Sedan,6,3.8,4,1,1,0
26781.81465,12052,Buick,Sedan,6,3.8,4,1,1,0
26190.27147,17335,Buick,Sedan,6,3.8,4,1,0,1
23348.01695,24027,Buick,Sedan,6,3.8,4,1,0,1
23159.54378,25869,Buick,Sedan,6,3.8,4,1,0,0
51154.04722,2202,Cadillac,Sedan,8,5.7,4,1,1,1
46747.67327,15343,Cadillac,Sedan,8,5.7,4,1,1,1
44084.91421,21367,Cadillac,Sedan,8,5.7,4,1,1,1
44300.63996,23751,Cadillac,Sedan,8,5.7,4,1,0,1
43374.05242,25199,Cadillac,Sedan,8,5.7,4,1,1,1
33417.96501,6598,Cadillac,Sedan,6,2.8,4,1,1,1
31431.13037,11013,Cadillac,Sedan,6,2.8,4,1,1,1
30646.4377,17094,Cadillac,Sedan,6,2.8,4,1,1,1
30392.75016,18449,Cadillac,Sedan,6,2.8,4,1,1,1
29275.20871,21056,Cadillac,Sedan,6,2.8,4,1,1,1
39801.55135,14095,Cadillac,Sedan,8,4.6,4,1,0,1
39307.00916,16041,Cadillac,Sedan,8,4.6,4,1,0,1
38445.89717,18661,Cadillac,Sedan,8,4.6,4,1,0,1
35866.58271,24415,Cadillac,Sedan,8,4.6,4,1,1,1
36154.30355,25339,Cadillac,Sedan,8,4.6,4,1,1,1
42820.32902,5499,Cadillac,Sedan,8,4.6,4,1,0,1
40856.3909,12791,Cadillac,Sedan,8,4.6,4,1,1,1
37510.25357,21593,Cadillac,Sedan,8,4.6,4,1,0,1
36332.89469,25153,Cadillac,Sedan,8,4.6,4,1,0,1
32954.14134,36074,Cadillac,Sedan,8,4.6,4,1,0,1
35715.76856,6447,Cadillac,Sedan,8,4.6,4,1,0,1
35129.34077,11975,Cadillac,Sedan,8,4.6,4,1,1,1
32501.24519,17508,Cadillac,Sedan,8,4.6,4,1,0,1
32509.47829,20910,Cadillac,Sedan,8,4.6,4,1,0,1
31181.71516,26222,Cadillac,Sedan,8,4.6,4,1,0,1
42741.52367,2846,Cadillac,Sedan,6,3.6,4,1,0,1
38795.37909,13973,Cadillac,Sedan,6,3.6,4,1,1,1
37192.89637,19100,Cadillac,Sedan,6,3.6,4,1,0,1
36633.63382,22042,Cadillac,Sedan,6,3.6,4,1,1,1
34974.37804,25796,Cadillac,Sedan,6,3.6,4,1,1,1
48310.32954,788,Cadillac,Sedan,8,4.6,4,1,0,1
45061.95194,13829,Cadillac,Sedan,8,4.6,4,1,1,1
42377.95544,18581,Cadillac,Sedan,8,4.6,4,1,0,1
41516.42986,23861,Cadillac,Sedan,8,4.6,4,1,1,1
38208.50102,31303,Cadillac,Sedan,8,4.6,4,1,1,1
70755.46672,583,Cadillac,Convertible,8,4.6,2,1,1,1
69133.73172,7892,Cadillac,Convertible,8,4.6,2,1,1,1
65281.48124,15600,Cadillac,Convertible,8,4.6,2,1,1,1
60567.54909,23193,Cadillac,Convertible,8,4.6,2,1,1,1
55639.08765,31805,Cadillac,Convertible,8,4.6,2,1,0,1
12146.18803,10011,Chevrolet,Hatchback,4,1.6,4,0,0,1
11472.02276,19699,Chevrolet,Hatchback,4,1.6,4,0,0,1
11096.85727,20334,Chevrolet,Hatchback,4,1.6,4,1,0,0
11137.04565,22484,Chevrolet,Hatchback,4,1.6,4,0,1,1
10777.05254,27906,Chevrolet,Hatchback,4,1.6,4,0,0,0
12649.11089,3629,Chevrolet,Sedan,4,1.6,4,0,1,0
11318.00809,11156,Chevrolet,Sedan,4,1.6,4,0,1,1
11555.2674,13404,Chevrolet,Sedan,4,1.6,4,1,1,0
11215.01865,19945,Chevrolet,Sedan,4,1.6,4,0,0,0
10491.0752,30948,Chevrolet,Sedan,4,1.6,4,0,1,0
11031.12993,20156,Chevrolet,Hatchback,4,1.6,4,0,1,1
11391.21372,21421,Chevrolet,Hatchback,4,1.6,4,0,1,1
10921.94537,23119,Chevrolet,Hatchback,4,1.6,4,0,1,1
11394.8864,25107,Chevrolet,Hatchback,4,1.6,4,0,1,1
11013.87137,25746,Chevrolet,Hatchback,4,1.6,4,1,1,1
11918.45607,7278,Chevrolet,Sedan,4,1.6,4,0,0,0
11302.90299,14627,Chevrolet,Sedan,4,1.6,4,0,1,0
10805.13009,21013,Chevrolet,Sedan,4,1.6,4,1,1,1
10770.10655,25065,Chevrolet,Sedan,4,1.6,4,0,1,0
10921.94537,27776,Chevrolet,Sedan,4,1.6,4,1,0,0
10813.34352,266,Chevrolet,Hatchback,4,1.6,4,1,0,1
10897.07651,6699,Chevrolet,Hatchback,4,1.6,4,0,1,1
10354.04385,14521,Chevrolet,Hatchback,4,1.6,4,0,1,0
9720.97889,20836,Chevrolet,Hatchback,4,1.6,4,1,1,0
9789.037676,22986,Chevrolet,Hatchback,4,1.6,4,0,1,1
10971.09561,7091,Chevrolet,Sedan,4,1.6,4,1,0,0
9654.060142,19183,Chevrolet,Sedan,4,1.6,4,0,0,0
9665.84886,19565,Chevrolet,Sedan,4,1.6,4,0,1,1
8638.930895,25216,Chevrolet,Sedan,4,1.6,4,0,0,0
8870.947316,32914,Chevrolet,Sedan,4,1.6,4,1,1,0
13007.98418,7372,Chevrolet,Coupe,4,2.2,2,1,1,1
12045.9207,19136,Chevrolet,Coupe,4,2.2,2,0,1,1
11539.84565,22405,Chevrolet,Coupe,4,2.2,2,0,1,1
12207.87293,23512,Chevrolet,Coupe,4,2.2,2,1,1,1
10788.97036,31436,Chevrolet,Coupe,4,2.2,2,1,1,1
14584.44812,1160,Chevrolet,Coupe,4,2.2,2,1,1,1
13446.21342,17741,Chevrolet,Coupe,4,2.2,2,0,1,1
12274.95758,19612,Chevrolet,Coupe,4,2.2,2,1,1,1
12425.38917,22771,Chevrolet,Coupe,4,2.2,2,0,1,1
12549.89233,25816,Chevrolet,Coupe,4,2.2,2,0,1,1
14894.98259,2464,Chevrolet,Sedan,4,2.2,4,0,1,1
14678.10533,11488,Chevrolet,Sedan,4,2.2,4,1,1,1
13471.00508,18910,Chevrolet,Sedan,4,2.2,4,1,1,1
12383.40281,25069,Chevrolet,Sedan,4,2.2,4,1,1,1
11080.51638,36855,Chevrolet,Sedan,4,2.2,4,0,1,1
15053.93373,4652,Chevrolet,Coupe,4,2.2,2,1,1,1
14642.32358,6224,Chevrolet,Coupe,4,2.2,2,0,1,1
13678.863,17971,Chevrolet,Coupe,4,2.2,2,1,1,1
13141.04795,19898,Chevrolet,Coupe,4,2.2,2,1,1,1
12733.85792,21386,Chevrolet,Coupe,4,2.2,2,1,1,1
14222.3054,8427,Chevrolet,Sedan,4,2.2,4,0,1,1
14255.74768,16958,Chevrolet,Sedan,4,2.2,4,0,1,1
14275.12764,18533,Chevrolet,Sedan,4,2.2,4,1,1,1
13308.83375,20043,Chevrolet,Sedan,4,2.2,4,0,1,1
12944.93875,21684,Chevrolet,Sedan,4,2.2,4,0,1,1
14061.12277,4922,Chevrolet,Sedan,4,2.2,4,0,1,1
11699.03392,19816,Chevrolet,Sedan,4,2.2,4,1,1,1
11574.17381,21525,Chevrolet,Sedan,4,2.2,4,0,1,1
12243.06062,25014,Chevrolet,Sedan,4,2.2,4,1,1,1
11464.62886,29410,Chevrolet,Sedan,4,2.2,4,1,1,1
15553.20871,7695,Chevrolet,Sedan,4,2.2,4,0,1,1
13540.04164,17343,Chevrolet,Sedan,4,2.2,4,0,1,1
12981.95203,20309,Chevrolet,Sedan,4,2.2,4,1,1,1
13161.94283,21145,Chevrolet,Sedan,4,2.2,4,1,1,1
12379.12647,31199,Chevrolet,Sedan,4,2.2,4,1,1,1
14023.93855,13776,Chevrolet,Coupe,4,2.2,2,0,1,1
13135.90503,21796,Chevrolet,Coupe,4,2.2,2,1,1,1
12845.17425,22382,Chevrolet,Coupe,4,2.2,2,1,1,1
12897.92954,23200,Chevrolet,Coupe,4,2.2,2,1,1,1
12706.91135,27521,Chevrolet,Coupe,4,2.2,2,1,1,1
15635.79616,1169,Chevrolet,Coupe,4,2.2,2,0,1,1
14619.07856,15768,Chevrolet,Coupe,4,2.2,2,1,1,1
13699.03578,25845,Chevrolet,Coupe,4,2.2,2,1,1,1
13530.06864,27249,Chevrolet,Coupe,4,2.2,2,1,1,1
12684.98623,29891,Chevrolet,Coupe,4,2.2,2,1,1,1
14997.88434,8880,Chevrolet,Sedan,4,2.2,4,0,1,1
15128.99224,13828,Chevrolet,Sedan,4,2.2,4,1,1,1
14593.8541,18790,Chevrolet,Sedan,4,2.2,4,0,1,1
13688.94568,21611,Chevrolet,Sedan,4,2.2,4,1,1,1
13545.0309,27431,Chevrolet,Sedan,4,2.2,4,0,1,1
16116.84392,865,Chevrolet,Sedan,4,2.2,4,1,1,1
15084.8154,14824,Chevrolet,Sedan,4,2.2,4,1,1,1
14897.04055,18210,Chevrolet,Sedan,4,2.2,4,1,1,1
14418.16529,19818,Chevrolet,Sedan,4,2.2,4,0,1,1
14401.90693,21527,Chevrolet,Sedan,4,2.2,4,0,1,1
14429.78964,6114,Chevrolet,Sedan,4,2.2,4,1,1,1
14582.76912,7115,Chevrolet,Sedan,4,2.2,4,1,1,1
14072.13523,15233,Chevrolet,Sedan,4,2.2,4,0,1,1
13830.24902,17594,Chevrolet,Sedan,4,2.2,4,0,1,1
12495.97075,26204,Chevrolet,Sedan,4,2.2,4,0,1,1
46732.60603,3625,Chevrolet,Convertible,8,6,2,1,1,1
44749.68679,12115,Chevrolet,Convertible,8,6,2,1,0,1
41371.37927,20000,Chevrolet,Convertible,8,6,2,1,0,1
39691.7274,25169,Chevrolet,Convertible,8,6,2,1,1,1
36970.89805,30502,Chevrolet,Convertible,8,6,2,1,1,1
39875.85426,7054,Chevrolet,Coupe,8,6,2,1,0,1
38990.60733,9410,Chevrolet,Coupe,8,6,2,1,1,1
39365.88324,11619,Chevrolet,Coupe,8,6,2,1,1,1
35575.41705,22740,Chevrolet,Coupe,8,6,2,1,0,1
34739.21496,25747,Chevrolet,Coupe,8,6,2,1,0,1
21757.04951,1853,Chevrolet,Sedan,6,3.8,4,1,0,0
19075.67875,18198,Chevrolet,Sedan,6,3.8,4,1,0,1
18527.20897,19874,Chevrolet,Sedan,6,3.8,4,1,1,0
17839.80077,25453,Chevrolet,Sedan,6,3.8,4,1,0,1
17294.181,29368,Chevrolet,Sedan,6,3.8,4,1,1,0
20021.19521,1787,Chevrolet,Sedan,6,3.8,4,1,0,0
18727.50838,14054,Chevrolet,Sedan,6,3.8,4,1,1,1
17154.57646,21567,Chevrolet,Sedan,6,3.8,4,1,0,1
15951.81117,26070,Chevrolet,Sedan,6,3.8,4,1,1,1
15832.51835,31202,Chevrolet,Sedan,6,3.8,4,1,1,1
25948.96259,636,Chevrolet,Sedan,6,3.8,4,1,0,0
25097.47325,14461,Chevrolet,Sedan,6,3.8,4,1,1,1
23345.32907,22964,Chevrolet,Sedan,6,3.8,4,1,1,1
22064.29219,27384,Chevrolet,Sedan,6,3.8,4,1,1,1
22120.75776,28242,Chevrolet,Sedan,6,3.8,4,1,1,1
18957.89004,5936,Chevrolet,Hatchback,6,3.5,4,0,1,1
17891.63378,17020,Chevrolet,Hatchback,6,3.5,4,0,1,1
16723.99388,19740,Chevrolet,Hatchback,6,3.5,4,1,1,1
16825.19088,23460,Chevrolet,Hatchback,6,3.5,4,0,1,1
16143.95729,26532,Chevrolet,Hatchback,6,3.5,4,1,1,1
19164.61063,1480,Chevrolet,Sedan,6,3.5,4,1,1,1
17458.22153,15144,Chevrolet,Sedan,6,3.5,4,1,1,1
16472.89765,21675,Chevrolet,Sedan,6,3.5,4,1,1,1
16300.46524,25697,Chevrolet,Sedan,6,3.5,4,1,1,1
15138.40082,32462,Chevrolet,Sedan,6,3.5,4,0,1,1
19471.97485,6608,Chevrolet,Hatchback,6,3.5,4,1,1,1
18273.00613,16335,Chevrolet,Hatchback,6,3.5,4,0,1,1
17553.75368,18451,Chevrolet,Hatchback,6,3.5,4,0,1,1
17663.22495,19490,Chevrolet,Hatchback,6,3.5,4,1,1,1
16988.30306,24905,Chevrolet,Hatchback,6,3.5,4,1,1,1
19446.88294,932,Chevrolet,Sedan,6,3.5,4,0,1,1
17316.0966,19593,Chevrolet,Sedan,6,3.5,4,1,1,1
17312.90715,21420,Chevrolet,Sedan,6,3.5,4,1,1,1
16536.74388,24218,Chevrolet,Sedan,6,3.5,4,1,1,1
16713.98469,26328,Chevrolet,Sedan,6,3.5,4,1,1,1
18974.92203,5632,Chevrolet,Hatchback,6,3.5,4,0,1,1
19581.23141,7645,Chevrolet,Hatchback,6,3.5,4,0,1,1
17986.22409,17488,Chevrolet,Hatchback,6,3.5,4,0,1,1
16456.97464,20200,Chevrolet,Hatchback,6,3.5,4,0,1,1
16860.09433,22841,Chevrolet,Hatchback,6,3.5,4,1,1,1
17089.91883,8732,Chevrolet,Sedan,6,3.5,4,0,1,1
17218.68575,14579,Chevrolet,Sedan,6,3.5,4,1,1,1
16507.07027,17451,Chevrolet,Sedan,6,3.5,4,0,1,1
16646.7708,20154,Chevrolet,Sedan,6,3.5,4,0,1,1
15664.6249,25787,Chevrolet,Sedan,6,3.5,4,1,1,1
18800.0931,5827,Chevrolet,Coupe,6,3.8,2,1,0,0
19177.41206,10414,Chevrolet,Coupe,6,3.8,2,1,1,0
17685.20099,15898,Chevrolet,Coupe,6,3.8,2,1,0,0
16357.99232,23491,Chevrolet,Coupe,6,3.8,2,1,1,0
15797.19576,26700,Chevrolet,Coupe,6,3.8,2,1,1,0
21745.02944,7065,Chevrolet,Coupe,6,3.8,2,1,1,0
22384.11869,14788,Chevrolet,Coupe,6,3.8,2,1,1,1
21233.91136,17337,Chevrolet,Coupe,6,3.8,2,1,1,1
20839.14997,22152,Chevrolet,Coupe,6,3.8,2,1,1,1
18876.87065,27218,Chevrolet,Coupe,6,3.8,2,1,1,0
23573.822,12466,Chevrolet,Coupe,6,3.8,2,1,1,0
22113.62802,21992,Chevrolet,Coupe,6,3.8,2,1,1,0
20619.11401,24067,Chevrolet,Coupe,6,3.8,2,1,0,0
21525.33901,25020,Chevrolet,Coupe,6,3.8,2,1,1,1
21020.83678,25550,Chevrolet,Coupe,6,3.8,2,1,1,1
25452.47385,11892,Pontiac,Sedan,8,4.6,4,1,0,1
23578.16486,19148,Pontiac,Sedan,8,4.6,4,1,0,1
21982.64771,20472,Pontiac,Sedan,8,4.6,4,1,1,1
22189.11597,25651,Pontiac,Sedan,8,4.6,4,1,0,1
21403.75642,27168,Pontiac,Sedan,8,4.6,4,1,0,1
19682.03501,11554,Pontiac,Sedan,6,3.8,4,1,0,1
20318.89097,17583,Pontiac,Sedan,6,3.8,4,1,1,0
19751.04143,20510,Pontiac,Sedan,6,3.8,4,1,0,1
18856.01869,22423,Pontiac,Sedan,6,3.8,4,1,1,0
18063.00491,27574,Pontiac,Sedan,6,3.8,4,1,0,0
23197.43679,2295,Pontiac,Sedan,6,3.8,4,1,1,1
22460.53,8928,Pontiac,Sedan,6,3.8,4,1,0,1
22004.93044,15516,Pontiac,Sedan,6,3.8,4,1,1,1
20109.90412,22891,Pontiac,Sedan,6,3.8,4,1,1,1
19689.74084,27077,Pontiac,Sedan,6,3.8,4,1,1,0
21903.32262,4537,Pontiac,Sedan,6,3.5,4,1,1,0
22104.97357,9049,Pontiac,Sedan,6,3.5,4,1,1,1
21875.09763,12313,Pontiac,Sedan,6,3.5,4,1,0,1
19540.24479,22628,Pontiac,Sedan,6,3.5,4,1,1,0
18158.08313,28354,Pontiac,Sedan,6,3.5,4,1,0,0
21383.06716,7287,Pontiac,Sedan,6,3.5,4,1,1,1
20677.59382,11204,Pontiac,Sedan,6,3.5,4,1,1,0
18548.97859,20870,Pontiac,Sedan,6,3.5,4,1,0,0
18620.87137,25516,Pontiac,Sedan,6,3.5,4,1,0,1
16216.98071,35624,Pontiac,Sedan,6,3.5,4,1,1,0
17360.81064,881,Pontiac,Coupe,6,3.4,2,0,1,1
17141.94116,6761,Pontiac,Coupe,6,3.4,2,1,1,1
16792.67953,12071,Pontiac,Coupe,6,3.4,2,1,1,1
15253.86857,20917,Pontiac,Coupe,6,3.4,2,1,1,1
15059.13408,22641,Pontiac,Coupe,6,3.4,2,1,1,1
15979.01484,3946,Pontiac,Sedan,4,2.2,4,1,1,1
15327.10032,4318,Pontiac,Sedan,4,2.2,4,0,1,1
15604.14582,5788,Pontiac,Sedan,4,2.2,4,1,1,1
15077.17584,13262,Pontiac,Sedan,4,2.2,4,0,1,1
13034.06853,23976,Pontiac,Sedan,4,2.2,4,0,1,1
18254.92277,16554,Pontiac,Sedan,6,3.8,4,1,1,1
17162.87344,20829,Pontiac,Sedan,6,3.8,4,1,0,0
15788.10478,25295,Pontiac,Sedan,6,3.8,4,1,1,0
16997.69374,25830,Pontiac,Sedan,6,3.8,4,1,0,1
15457.17059,29925,Pontiac,Sedan,6,3.8,4,1,1,0
21230.97799,11229,Pontiac,Sedan,6,3.8,4,1,1,0
21300.01945,12772,Pontiac,Sedan,6,3.8,4,1,1,0
19646.71748,21132,Pontiac,Sedan,6,3.8,4,1,1,1
18701.22262,24992,Pontiac,Sedan,6,3.8,4,1,0,0
19956.75841,26028,Pontiac,Sedan,6,3.8,4,1,1,0
19822.11539,1592,Pontiac,Sedan,6,3.8,4,1,1,0
16853.10785,17959,Pontiac,Sedan,6,3.8,4,1,0,0
15979.01484,21974,Pontiac,Sedan,6,3.8,4,1,0,0
15724.25217,23989,Pontiac,Sedan,6,3.8,4,1,0,0
16041.68559,27800,Pontiac,Sedan,6,3.8,4,1,1,0
32422.76138,9185,Pontiac,Coupe,8,5.7,2,1,1,1
31024.87211,13678,Pontiac,Coupe,8,5.7,2,1,1,1
29664.70269,21418,Pontiac,Coupe,8,5.7,2,1,0,1
27370.95811,24960,Pontiac,Coupe,8,5.7,2,1,1,1
28502.30611,27199,Pontiac,Coupe,8,5.7,2,1,1,1
13160.12456,13145,Pontiac,Coupe,4,2.2,2,0,1,1
12828.03098,19081,Pontiac,Coupe,4,2.2,2,1,1,1
12832.46239,20618,Pontiac,Coupe,4,2.2,2,1,1,1
12465.50852,23931,Pontiac,Coupe,4,2.2,2,0,1,1
11903.09775,25285,Pontiac,Coupe,4,2.2,2,0,1,1
16391.92657,18096,Pontiac,Wagon,4,1.8,4,1,1,0
16106.82722,19465,Pontiac,Wagon,4,1.8,4,1,0,0
17325.26954,19894,Pontiac,Wagon,4,1.8,4,1,0,0
15297.83597,23062,Pontiac,Wagon,4,1.8,4,0,0,0
15174.34661,27887,Pontiac,Wagon,4,1.8,4,0,0,0
17803.27909,12303,Pontiac,Wagon,4,1.8,4,1,1,1
15977.91108,17053,Pontiac,Wagon,4,1.8,4,0,0,1
15589.78048,21307,Pontiac,Wagon,4,1.8,4,0,0,0
15802.65286,21461,Pontiac,Wagon,4,1.8,4,0,0,0
14396.27056,31424,Pontiac,Wagon,4,1.8,4,0,0,0
16927.77976,2973,Pontiac,Wagon,4,1.8,4,0,0,0
16379.0987,8754,Pontiac,Wagon,4,1.8,4,0,1,0
17214.32508,12610,Pontiac,Wagon,4,1.8,4,1,1,1
14398.92269,21688,Pontiac,Wagon,4,1.8,4,0,0,0
14909.05099,23323,Pontiac,Wagon,4,1.8,4,0,1,1
35622.1395,10340,SAAB,Convertible,4,2,2,1,1,0
34355.00373,17711,SAAB,Convertible,4,2,2,1,1,0
33540.53611,20925,SAAB,Convertible,4,2,2,1,0,1
33287.4096,21661,SAAB,Convertible,4,2,2,1,0,1
31969.06981,24559,SAAB,Convertible,4,2,2,1,0,0
29246.23734,3907,SAAB,Sedan,4,2,4,1,0,1
26775.03209,16688,SAAB,Sedan,4,2,4,1,0,0
24896.5976,21266,SAAB,Sedan,4,2,4,1,1,0
24801.61719,26345,SAAB,Sedan,4,2,4,1,1,1
23249.84169,27686,SAAB,Sedan,4,2,4,1,0,0
37088.56241,3828,SAAB,Convertible,4,2,2,1,1,1
33358.76777,17590,SAAB,Convertible,4,2,2,1,1,1
30731.94165,22479,SAAB,Convertible,4,2,2,1,0,0
30166.85251,25049,SAAB,Convertible,4,2,2,1,0,0
29142.71439,31655,SAAB,Convertible,4,2,2,1,1,1
26841.08084,10003,SAAB,Sedan,4,2,4,1,1,0
27284.75133,14281,SAAB,Sedan,4,2,4,1,1,1
25618.28188,20208,SAAB,Sedan,4,2,4,1,0,1
25148.37919,22272,SAAB,Sedan,4,2,4,1,1,1
24173.52588,27015,SAAB,Sedan,4,2,4,1,0,0
38324.80908,12090,SAAB,Convertible,4,2,2,1,1,1
37383.50349,16088,SAAB,Convertible,4,2,2,1,0,1
35580.33231,21167,SAAB,Convertible,4,2,2,1,1,0
34392.99527,24031,SAAB,Convertible,4,2,2,1,0,1
33248.34252,27051,SAAB,Convertible,4,2,2,1,0,1
32197.34047,3867,SAAB,Sedan,4,2,4,1,1,0
30274.71058,10800,SAAB,Sedan,4,2,4,1,1,0
30122.42974,14568,SAAB,Sedan,4,2,4,1,1,1
28291.76226,22328,SAAB,Sedan,4,2,4,1,1,0
27256.49451,26400,SAAB,Sedan,4,2,4,1,1,0
35033.21545,1676,SAAB,Sedan,4,2.3,4,1,1,1
33183.3326,9795,SAAB,Sedan,4,2.3,4,1,1,1
30075.99473,22052,SAAB,Sedan,4,2.3,4,1,1,1
28432.82421,25247,SAAB,Sedan,4,2.3,4,1,1,1
28502.96241,28598,SAAB,Sedan,4,2.3,4,1,1,1
31849.30795,16956,SAAB,Wagon,4,2.3,4,1,0,1
29961.25494,20015,SAAB,Wagon,4,2.3,4,1,1,1
29914.37958,22105,SAAB,Wagon,4,2.3,4,1,0,1
30271.9223,23426,SAAB,Wagon,4,2.3,4,1,1,1
28829.028,26503,SAAB,Wagon,4,2.3,4,1,0,1
33005.77996,6409,SAAB,Wagon,4,2.3,4,1,1,1
30443.8799,15050,SAAB,Wagon,4,2.3,4,1,0,1
31153.00896,17317,SAAB,Wagon,4,2.3,4,1,0,1
31156.59579,18805,SAAB,Wagon,4,2.3,4,1,1,1
25845.20611,36557,SAAB,Wagon,4,2.3,4,1,1,1
30800.65839,8017,SAAB,Sedan,4,2.3,4,1,0,1
28185.77625,19854,SAAB,Sedan,4,2.3,4,1,1,1
26653.23939,22590,SAAB,Sedan,4,2.3,4,1,1,1
26698.07815,23055,SAAB,Sedan,4,2.3,4,1,1,1
27703.204,24738,SAAB,Sedan,4,2.3,4,1,1,1
30959.93213,17673,SAAB,Wagon,4,2.3,4,1,1,1
29908.18098,19830,SAAB,Wagon,4,2.3,4,1,1,1
29197.7913,20907,SAAB,Wagon,4,2.3,4,1,0,1
29481.52876,21822,SAAB,Wagon,4,2.3,4,1,1,1
27788.81324,26786,SAAB,Wagon,4,2.3,4,1,0,1
27280.98206,4836,SAAB,Wagon,4,2.5,4,1,1,0
23274.48071,21616,SAAB,Wagon,4,2.5,4,1,1,0
16916.86954,2879,Saturn,Coupe,4,2.2,2,1,0,1
16256.23617,10555,Saturn,Coupe,4,2.2,2,0,0,1
14881.95545,14376,Saturn,Coupe,4,2.2,2,0,0,0
14702.79832,17656,Saturn,Coupe,4,2.2,2,1,1,0
13991.04006,21020,Saturn,Coupe,4,2.2,2,0,1,0
13719.23831,23645,Saturn,Coupe,4,2.2,2,0,0,0
13518.23525,25981,Saturn,Coupe,4,2.2,2,1,1,0
13811.15502,26236,Saturn,Coupe,4,2.2,2,0,1,1
14411.85885,26986,Saturn,Coupe,4,2.2,2,1,0,1
13032.8681,30108,Saturn,Coupe,4,2.2,2,1,1,1
14739.06724,1737,Saturn,Sedan,4,2.2,4,0,0,1
14202.99715,11836,Saturn,Sedan,4,2.2,4,0,0,0
14116.92151,12878,Saturn,Sedan,4,2.2,4,1,0,0
13258.36589,14938,Saturn,Sedan,4,2.2,4,1,1,1
12293.05996,17139,Saturn,Sedan,4,2.2,4,1,0,1
14568.00225,18511,Saturn,Sedan,4,2.2,4,0,1,1
13494.28878,19500,Saturn,Sedan,4,2.2,4,1,0,1
12162.14005,21770,Saturn,Sedan,4,2.2,4,0,1,0
12099.01458,22758,Saturn,Sedan,4,2.2,4,1,1,0
11679.92355,23388,Saturn,Sedan,4,2.2,4,0,0,0
12412.52111,24664,Saturn,Sedan,4,2.2,4,0,1,1
12594.18301,26328,Saturn,Sedan,4,2.2,4,0,0,1
11873.53399,28398,Saturn,Sedan,4,2.2,4,0,0,0
10563.06616,32458,Saturn,Sedan,4,2.2,4,0,0,0
11504.82455,33962,Saturn,Sedan,4,2.2,4,0,0,0
18173.97808,5826,Saturn,Sedan,6,3,4,1,1,1
17322.0784,10102,Saturn,Sedan,6,3,4,1,0,1
16425.1748,14242,Saturn,Sedan,6,3,4,1,0,0
16175.9576,19095,Saturn,Sedan,6,3,4,1,1,0
15118.89323,25979,Saturn,Sedan,6,3,4,1,1,0
